County,Resource Type,Organization,Website,Phone,Address
Allegheny,Secondary Schools,Steel Valley School District,https://www.steelvalleysd.org/,(412) 464-3600,"220 E Oliver RoadHomestead, PA 15120"
Allegheny,Parent Organization,Steele Valley Middle School PTO,https://m.facebook.com/Steel-Valley-Middle-School-PTO-100350779126202/,(412) 464-3600 Ext: 3500,"3114 Main StreetMunhall, PA 15120"
Delaware,Community Organization,"Step by Step, Inc. Children’s department Wilkes-Barre location",https://stepbystepusa.com/,(570) 829-3477,"67 Long Lane#2Upper Darby, PA 19082"
Lehigh,Community Organization,"Step By Step, Inc., Lehigh Valley Region",https://stepbystepusa.com,(610) 867-0688,"623 W Union Blvd.Bethlehem, PA 18018"
Monroe,Primary Care Physician Office/Health Center,St Lukes’s – Pocono Pediatrics,https://findalocation.slhn.org/details/11241,(272) 639-6020,"St. Luke's Health Center - Smithfield Gateway125 Smithfield LaneEast Stroudsburg, PA 18301"
Philadelphia,Children's Hospital,St. Christopher’s Hospital for Children,https://towerhealth.org/locations/st-christophers-hospital-children,(215) 427-5000,"160 East Erie AvenuePhiladelphia, PA 19134"
Allegheny,General Hospital,St. Clair Health,https://www.stclair.org/st-clair-info/contact-us/,(412) 942-4000,"1000 Bower Hill RoadPittsburgh, PA 15243"
Philadelphia,Secondary Schools,St. Hubert Catholic Girls HS,https://www.huberts.org/,(215) 624-6840,"7320 Torresdale AvenuePhiladelphia, PA 19136"
Lycoming,Secondary Schools,St. John Neumann Regional Academy,http://sjnra.org/index.php/pages/about.html,(570) 323-9953,"901 Penn StreetWilliamsport, PA 17701"
Philadelphia,Secondary Schools,St. Joseph’s Preparatory,https://www.sjprep.org/,(215) 978-1950,"1733 W Girard AvenuePhiladelphia, PA 19130"
Northampton,General Hospital,St. Luke’s Anderson Campus,https://www.slhn.org/anderson,(866) 785-8537,"1872 St. Luke's BoulevardEaston, PA 18045"
Northampton,General Hospital,St. Luke’s University Hospital – Bethlehem Campus,https://findalocation.slhn.org/Details/925,(866) 785-8537,"801 Ostrum StreetBethlehem, PA 18015"
Carbon,PHP/IOP Psychiatric Hospital,St. Luke’s Gnaden Huetten Campus,https://www.slhn.org/lehighton,(610) 377-7181,"211 N 12th StreetLehighton, PA 18235"
Allegheny,Crisis Center/Hospital Psychiatric Hospital,Southwood Psychiatric Hospital,https://www.southwoodhospital.com/,(866) 671-2155,"2575 Boyce Plz RdPittsburgh, PA 15241"
Philadelphia,Primary Care Physician Office/Health Center,Spectrum Health,www.spectrumhs.org,(215) 471-2761,"5201 Haverford AvenuePhiladelphia, PA 19139"
Centre,Secondary Schools,Spring Creek Elementary School,,(814) 231-5026,"217 SchollState College, PA 16801"
Centre,Parent Organization,Spring Creek Elementary School PTO,,(814) 231-5026,"217 SchollState College, PA 16801"
Philadelphia,Secondary Schools,Springside Chestnut Hill Academy,https://www.sch.org/,(215) 247-7007,"500 W Willow Grove AvenuePhiladelphia, PA 19118"
Allegheny,Primary Care Physician Office/Health Center,Squirrel Hill Health Center,https://squirrelhillhealthcenter.org/,(412) 422-7442,"4516 Browns Hill RoadPittsburgh, PA 15217"
Philadelphia,Community Organization,SRI Psychological Services,,(215) 885-3337,"2824 Cottman Avenue#19Philadelphia, PA 19149"
Northampton,Psychiatric Hospital,St. Luke’s Adolescent Behavioral Health Unit (inpatient),https://www.slhn.org/psychiatry-and-behavioral-health/inpatient/adolescent-behavioral-health-unit,(484) 602-2733,"250 South 21st StreetEaston, PA 18042"
Monroe,Primary Care Physician Office/Health Center,St Luke’s Kresgeville Family Practice,https://findalocation.slhn.org/details/11105,(272) 212-5230,"543 Interchange RoadSuite 105Kresgeville, PA 18333"
Carbon,Primary Care Physician Office/Health Center,St Luke’s Lehighton Family Practice,https://findalocation.slhn.org/details/779,(484) 426-2050,"770 State RoadeLehighton, PA 18235"
Monroe,Primary Care Physician Office/Health Center,St Luke’s Medical Associates of Monroe County -primary care,https://findalocation.slhn.org/details/908,(272) 212-3872,"239 E. Brown StreetEast Stroudsburg, PA 18301"
Somerset,Secondary Schools,Somerset Area Junior High School,https://www.sasd.us/page/somerset-junior-high-school,(814) 443-2831,"645 South Columbia AvenueSomerset, PA 15501"
Somerset,Secondary Schools,Somerset Area Senior High School,https://www.sasd.us/page/somerset-senior-high-school,(814) 443-2831,"45 South Columbia AvenueSomerset, PA 15501"
Somerset,Primary Care Physician Office/Health Center,Somerset County,,(814) 445-7981,"651 S. Center Ave.Somerset, PA 15501"
Somerset,General Hospital Outpatient Behavioral Health Center,Somerset Hospital,https://www.somersethospital.com/hospital-services/hospital-departments/behavioral-health-services/,(814) 443-5000,"225 South Center AvenueSomerset, PA 15501"
Centre,Private Psychiatry Practice,Sound Mind Healthcare (Clearfield),,(814) 343-7373,"1169 Philipsburg Bigler HwyPhilipsburg, PA 16866"
Allegheny,Parent Organization,South Allegheny Elementary School PTA,,(412) 675-3070,"1707 Washington BlvdMcKeesport, PA 15133"
Allegheny,Parent Organization,South Fayette Elementary School,,(412) 221-4542,"3620 Old Oakdale RoadMcDonald, PA 15057"
Allegheny,Parent Organization,South Fayette Intermediate School,,(412) 221-4542,"1200 Lt. Will WayMcDonald, PA 15057"
Allegheny,Secondary Schools,South Fayette Township School District,https://www.southfayette.org/Default.aspx,(412) 221-4542,"3680 Old Oakdale RdMcDonald, PA 15057"
Allegheny,Primary Care Physician Office/Health Center,South Hills Family Medicine,https://www.shfm.com/OurLocations.htm,(412) 833-6176,"1000 Higbee DriveSuite D202Bethel Park, PA 15120"
Centre,College Counseling Center,South Hills School Of Business & Technology,southhills.edu,(814) 234-7755,"480 Waupelani DriveState College, PA 16801"
Lehigh,Secondary Schools,South Mountain Middle School,https://smt.allentownsd.org/,(412) 765-4300,"709 W. Emaus AvenueAllentown, PA 18103"
Allegheny,Parent Organization,South Park Elementary Center,,(412) 655-3111,"2001 Eagle Pride LaneSouth Park, PA 15129"
Allegheny,Secondary Schools,South Park School District,https://www.sparksd.org/,(412) 655-3111,"2005 Eagle Ridge DriveSouth Park, PA 15129"
Philadelphia,Secondary Schools,South Philadelphia HS,https://sphs.philasd.org/,(215) 400-8400,"2101 S Broad StreetPhiladelphia, PA 19146"
Lycoming,Secondary Schools,South Williamsport Jr.Sr. High School,https://www.swasd.org/highschool/,(570) 326-2684,"700 Percy StreetSouth Williamsport, PA 17702"
Bucks,Community Organization,Southampton Psychiatric Associates,https://www.southamptonpsychiatric.com/,(215) 355-2011,"882 Jacksonville RoadSuite 205Ivyland, PA 18974"
Fulton,Secondary Schools,Southern Fulton Jr/Sr High School,https://www.sfsd.k12.pa.us/1/home,(717) 294-3251,"13083 Buck Valley RoadWarfordsburg, PA 17267"
Allegheny,PHP/IOP,UPMC – Southside Partial Hospitalization Program,https://www.upmc.com/services/behavioral-health/teen-partial-hospitalization,(412) 235-5494,"1011 Bingham StreetFranklin BuildingPittsburgh, PA 15203"
Washington,Community Organization,"Southwestern Pennsylvania Human Services, Inc.",https://www.sphs.org/,(724) 489-9100,"300 Chamber PlazaCharleroi, PA 15022"
Mercer,General Hospital,Sharon Regional Medical Center,https://www.sharonregionalmedical.org/,(724) 983-3911,"740 East State StreetSharon, PA 16146"
Lehigh,Secondary Schools,Sheridan Elementary School,https://shr.allentownsd.org/,(412) 765-4880,"521 N. 2nd StreetAllentown, PA 18102"
Westmoreland,Parent Organization Secondary Schools,Sheridan Terrase Elementary School; PTA,https://sheridanterrace.norwinsd.org/,(724) 861-3025,"1219 Morris AvenueNorth Huntingdon, PA 15642"
Northumberland,Secondary Schools,Shikellamy High School,https://shs.shikbraves.org/en-us,(570) 286-3702,"600 Walnut StreetSunbury, PA 17801"
Cumberland,College/University,Shippensburg University of Pennsylvania,https://www.ship.edu/,(717) 477-7447,"1871 Old Main Dr.Shippensburg, PA 17257"
Pike,Parent Organization Secondary Schools,Shohola Elementary School; PTA,,(570) 296-3600,"940 Twin Lakes Rd.Shohola, PA 18458"
Philadelphia,Children's Hospital,Shriners Children’s – Philadelphia,https://www.shrinerschildrens.org/en/locations/philadelphia,(484) 621-3916,"3551 N. Broad StreetPhiladelphia, PA 19140"
Montgomery,Community Organization,Silver Springs Martin Luther School,,(610) 825-4440,"513 W. Township Line RdPlymouth Meeting, PA 19462"
Butler,Crisis Center/Hospital,Silvermist Recovery Center,,(412) 561-9703,"130 Critchlow School RoadRenfrew, PA 16053"
Centre,Community Organization,"Skills of Central PA, Inc.",https://www.skillsofcentralpa.org/,(814) 342-9800,"341 Science Park RoadSuite 6State College, PA 16803"
Juniata,Community Organization,"Skills Drop-in Center, Juniata County",https://www.skillsofcentralpa.org/locations/huntingdon-mifflin-juniata/,(717) 436-6336,"41 Ruger LaneMifflintown, PA 17059"
Blair,Community Organization,Skills of Central PA (Blair County); Skills of Central PA (Bedford/ Somerset Counties),https://www.skillsofcentralpa.org/     https://www.skillsofcentralpa.org/locations/bedford-somerset-counties/,(814) 949-4800,"5016 6th AvenueAltoona, PA 16602"
Cambria,Community Organization,Skills of Central PA (Cambria County),https://www.skillsofcentralpa.org/,(814) 472-1036,"957 Rowena DriveEbensburg, PA 15931"
Clearfield,Community Organization,Skills of Central PA (Clearfield/ Jefferson County office),https://www.skillsofcentralpa.org/,(814) 205-4008,"1214 South 2nd StreetClearfield, PA 16830"
Mifflin,Community Organization,Skills of Central PA- Lewistown office,https://www.skillsofcentralpa.org/,(717) 242-0313,"6395 State Route 103 NorthBuilding 35Lewistown, PA 17044"
Lycoming,Community Organization,Skills of Central PA- Lycoming/ Clinton Counties,https://www.skillsofcentralpa.org/about/,(570) 567-7832,"227 Academy StreetWilliamsport, PA 17701"
Butler,College/University,Slippery Rock University of Pennsylvania,https://www.sru.edu/,(800) 778-9111,"1 Morrow WaySlippery Rock, PA 16057"
McKean,Secondary Schools,Smethport Area Junior-Senior High School,https://hs.smethportschools.com/,(814) 887-5545,"412 South Mechanic StreetSmethport, PA 16749"
Monroe,Parent Organization Secondary Schools,Smithfield Elementary School; PTO,,(570) 421-2841,"245 River RoadEast Stroudsburg, PA 18301"
Snyder,Primary Care Physician Office/Health Center,Snyder County,,(570) 837-5915,"435 State School RoadRoom 123Selinsgrove, PA 17870"
Schuylkill,Primary Care Physician Office/Health Center,Schuylkill County,,(570) 621-3112,"One Norwegian PlazaSuite 103Pottsville, PA 17901"
Schuylkill,Government Agency,Schuylkill County Mental Health/ Developmental Services Program,https://www.co.schuylkill.pa.us/Offices/HumanServices/MHMR/index.asp,(570) 621-2890,"410 N. Centre StreetSuite 2Pottsville, PA 17901"
Allegheny,Parent Organization,Science and Technology Academy PTA,https://www.scitechpto.org/home,(412) 529-7620,"107 Thackeray AvePittsburgh, PA 15260"
Philadelphia,Secondary Schools,Science Leadership Academy,https://sla.philasd.org/,(215) 400-7830,"1482 Green StreetPhiladelphia, PA 19130"
Wayne,Psychiatric Hospital,SCI-Waymart Forensic Treatment Center,cor.pa.gov/Facilities/StatePrisons/Pages/Waymart.aspx,(570) 488-5811,"11 Fairview DriveWaymart, PA 18472"
Allegheny,Parent Organization,Scott Primary School PTO,,(412) 492-1200 Ext: 8500,"705 Scott AvenueGlenshaw, PA 15116"
Lackawanna,Community Organization,Scranton Counseling Center,https://scrantonscc.org,(570) 348-6100,"329 Cherry StreetScranton, PA 18505"
Lackawanna,Primary Care Physician Office/Health Center,"Scranton Primary Health Care Center, Inc.",www.scrantonprimary.org,(570) 344-9684,"959 Wyoming AvenueScranton, PA 18509"
Snyder,Secondary Schools,Selinsgrove Area High School,https://www.seal-pa.org/schools/high-9-12/,(570) 372-2230,"500 N. Broad StreetSelinsgrove, PA 17870"
Snyder,Government Agency,Selinsgrove Center,https://www.dhs.pa.gov/Services/Disabilities-Aging/Pages/Sellingsgrove.aspx,(570) 372-5615,"1000 Route 522Selinsgrove, PA 17870"
Erie,Secondary Schools,Seneca High School,https://www.wattsburg.org/senecahighschool_home.aspx,(814) 824-4154,"10770 Wattsburg RoadErie, PA 16509"
Westmoreland,College/University,Seton Hill University,https://www.setonhill.edu/,(800) 826-6234,"Seton Hill DriveGreensburg, PA 15601"
Westmoreland,College Counseling Center,Seton Hill University,,,"1 Seton Hill DrGreensburg, PA 15601"
Allegheny,Parent Organization,Shaler Area District Parent Council,https://www.sasd.k12.pa.us/DistrictParentCouncil.aspx,(412) 492-1200,"1800 Mount Royal BoulevardGlenshaw, PA 15116"
Allegheny,Parent Organization,Shaler Area Elementary School,,(412) 492-1200 Ext: 3500,"700 Scott AvenueGlenshaw, PA 15116"
Allegheny,Parent Organization,Shaler Area High School,,(412) 492-1200 Ext: 1500,"381 Wible Run RoadPittsburgh, PA 15209"
Allegheny,Parent Organization,Shaler Area Middle School,,(412) 492-1200 Ext: 2500,"1810 Mt. Royal BoulevardGlenshaw, PA 15116"
Allegheny,Secondary Schools,Shaler Area School District,,(412) 492-1200,"1800 Mt Royal BoulevardGlenshaw, PA 15116"
Northumberland,Secondary Schools,Shamokin Area Middle and High School,https://www.indians.k12.pa.us/Domain/11,(570) 648-5731,"2000 West State StreetCoal Township, PA 17866"
Mercer,Secondary Schools,Sharon High School,https://www.sharonsd.org/o/sharon-high-school,(724) 983-4030,"1129 E State StreetSharon, PA 16146"
Luzerne,Primary Care Physician Office/Health Center,Rural Health Corporation of Northeastern Pennsylvania,https://www.rhcnepa.com/,(570) 825-8741,"276 East End CentreWilkes-Barre, PA 18702"
Venango,Community Organization,"Rural Mental Health Associates, Inc.",https://www.ruralmentalhealth.com/,(888) 678-6901,"19 East Front StreetOil City, PA 16301"
Carbon,Parent Organization,S.S. Palmer Elementary,https://sspalmerparkside.ptboard.com/,(610) 826-7538,"298 Lafayette AvePalmerton, PA 18071"
Carbon,Secondary Schools,S.S. Palmer Elementary,https://www.palmerton.org/schools/s-s-palmer-elementary/,(610) 826-7538,"298 Lafayette AvePalmerton, PA 18071"
Cumberland,Primary Care Physician Office/Health Center,Sadler Health Center,www.sadlerhealth.org,(717) 218-6670,"100 North Hanover StreetCarlisle, PA 17013"
Jefferson,Community Organization,Safe Harbor Christian Counseling – Jefferson,https://www.safeharbor1.com/,(800) 305-2089,"245 Jefferson StreetBrookville, PA 15825"
Mifflin,Community Organization,Safe Harbor Christian Counseling – Mifflin,https://www.safeharbor1.com/,(800) 305-2089,"60 Carriage House Ln#5Reedsville, PA 17084"
Montgomery,College/University,Saint Charles Borromeo Seminary,https://www.scs.edu/,(610) 667-3394,"100 Wynnewood RoadWynnewood, PA 19096"
Cambria,College/University,Saint Francis University,https://www.francis.edu/,(814) 472-3000,"117 Evergreen DrLoretto, PA 15940"
Chester,Psychiatric Hospital,Saint John Vianney Hospital,https://www.sjvcenter.org/,(888) 993-8885,"151 Woodbine RoadDowningtown, PA 19335"
Philadelphia,College Counseling Center College/University,Saint Joseph’s University;  St. Joseph’s University Counseling and Psychological  Services (CAPS),https://www.sju.edu/,(610) 660-1000,"5600 City AvenueA504 Merion GardensPhiladelphia, PA 19131"
Westmoreland,College/University,Saint Vincent College,https://www.stvincent.edu/,(724) 532-6600,"300 Fraser Purchase RoadLatrobe, PA 15650"
Erie,General Hospital,Saint Vincent Hospital – Allegheny Health Network,https://erie.ahn.org/locations/saint-vincent-hospital,(814) 452-5000,"232 West 25th StreetErie, PA 16544"
Philadelphia,Secondary Schools,Saints John Neumann and Maria Goretti,http://neumanngorettihs.org/,(215) 465-8437,"1736 S 10th StreetPhiladelphia, PA 19148"
Berks,Community Organization,"Salisbury Behavioral Health, LLC",,(610) 396-3672,"560 Van Reed RoadSuite 304Wyomissing, PA 19610"
Lehigh,Secondary Schools,Salisbury Township School District,https://www.salisburysd.org/,(610) 797-2062,"1140 Salisbury RoadAllentown, PA 18103"
Montgomery,College/University,Salus University,https://www.salus.edu/,(215) 780-1400,"8360 Old York RoadElkins Park, PA 19027"
Butler,Private Psychiatry Practice,Samaritan Counseling,https://www.samaritancounseling.net/,(888) 200-9746,"200 E. North StreetFirst United Methodist Church of ButlerButler, PA 16001"
Philadelphia,Secondary Schools,Samuel Fels HS,https://fels.philasd.org/,(214) 400-7100,"5500 Langdon StreetPhiladelphia, PA 19124"
