service,description,url,phone,url_phone,address,action
List of Warm Centers in Somerset County,"Bitterly Cold Temperatures: Warming Shelters In Somerset County provides a list of warming centers available for residents needing shelter due to frigid temperatures. The locations and hours are as follows:

1. **Bernardsville Municipal Building**: 166 Minebrook Road, Bernardsville | M-F 8:30 a.m. - 4:30 p.m. or as needed.
2. **Branchburg Municipal Building**: 1077 Rt 202N, Branchburg | M-F 8:30 a.m. - 4:30 p.m.
3. **Bridgewater Municipal Building**: 100 Commons Way, Bridgewater | 9 a.m. - 5 p.m. (closed Saturday and Sunday).
4. **Bridgewater Senior Citizens Facility**: 455 Somerville Rd, Bridgewater | M-F 9 a.m. - 3 p.m.
5. **Far Hills Municipal Building**: 6 Prospect St, Far Hills | 9 a.m. - 5 p.m. or as needed.
6. **Franklin Senior Center**: 505 Demott Lane, Franklin | M-F 8:30 a.m. - 4 p.m.
7. **Green Brook Town Hall**: 111 Greenbrook Rd, Green Brook | 9 a.m. - 5 p.m. or as needed.
8. **Millstone Borough Hall**: 1353 Main St, Millstone | Call for hours.
9. **Montgomery Senior Center**: 356 Skillman Rd, Skillman | M-F 8 a.m. - 6 p.m.
10. **Peapack-Gladstone Fire House Meeting Room**: 6 Dewey Ave, Gladstone | When requested.
11. **Raritan Municipal Building**: 22 First St, Raritan | M-F 8:30 a.m. - 4:15 p.m.
12. **South Bound Brook Borough Hall**: 12 Main St, South Bound Brook | M-F 8:30 a.m. - 4:30 p.m.
13. **Somerset County Senior Wellness Center at Basking Ridge**: 202 Mt. Airy Road, Basking Ridge | M-F 9 a.m. - 4 p.m.
14. **Somerset County Senior Wellness Center at Bridgewater**: 876 E. Main Street, Bridgewater | M-F 9 a.m. - 4 p.m.
15. **Somerset County Senior Wellness Center at Hillsborough**: 339 South Branch Road, Hillsborough | M-F 9 a.m. - 4 p.m.
16. **Somerset County Montgomery Senior Center**: 356 Skillman Road, Skillman | M-F 9 a.m. - 4 p.m.
17. **Somerset County Quail Brook Senior Center (Franklin)**: 625 New Brunswick Road, Somerset | M-F 9 a.m. - 4 p.m.
18. **Somerset County Warrenbrook Senior Center**: 500 Warrenville Rd, Warren | M-F 9 a.m. - 4 p.m.

Residents seeking shelter should visit these locations during operating hours.",https://patch.com/new-jersey/bridgewater/bitterly-cold-temperatures-warming-shelters-somerset-county,9085268800,https://nj211.org/center/somerset-county-board-of-social-services,"876 E. Main Street, Bridgewater, NJ 08807",Visit the list of warming centers in Somerset County to find a nearby shelter.
Little Falls Senior Bus Service,"The Senior Bus Service in the Township of Little Falls, NJ, provides transportation for residents aged 55 and older, including disabled individuals able to board independently. Services include trips to local destinations for appointments, grocery shopping at ShopRite, and shopping centers like Kohl’s and Willowbrook Mall. 

**Location:** Township of Little Falls, NJ  
**Hours of Operation:**  
- Monday & Friday: 8:00 a.m. – 2:00 p.m.  
- Tuesday & Thursday: 8:00 a.m. – 2:30 p.m.  
- Wednesday: No service.  

**Requirements:** Service is exclusive to residents aged 55 and over. An application for a pass must be submitted to the Clerk’s Office or Department of Public Works. Once approved, service requests can be made by contacting the bus driver during operating hours.",https://littlefallsnj.gov/index.asp?SEC=E87D8901-07F7-404A-B832-EAFBBD3F6C8D,2019946831,https://littlefallsnj.gov/index.asp?SEC=E87D8901-07F7-404A-B832-EAFBBD3F6C8D,"225 Main Street Little Falls, NJ 07424",Obtain an application for the Senior Bus Service at the Clerk’s Office or the Department of Public Works.
LITTLE ZION U.A.M.E. CHURCH,"Little Zion UAME Church is located at 154 Stephens St., Belleville, NJ 07109. Services are held every Sunday at 11:00 AM. For those who prefer, the services can also be viewed online via Facebook and YouTube at the same time. The church emphasizes a relationship with God and encourages members of the community to engage in worship and study. For more information, they can be contacted at (973) 759-7358 or via email at littlezion.uame.church@gmail.com.",https://www.littlezionuame.org/,9737597358,https://www.littlezionuame.org/,"154 Stephens St. Belleville, NJ 07109",Attend a Sunday service at 11:00 AM or watch it on Facebook or YouTube.
Living Proof Recovery Centerby Center For Family Services,"Living Proof Recovery Centers, part of the Center for Family Services, has five locations across New Jersey. They offer free support services for individuals in recovery, which include wellness classes, support groups, peer mentoring, educational assistance, and connections to treatment resources. The centers provide a community space aimed at fostering personal recovery paths. While services are open to all, some sober living resources may have minimum requirements for access. For specific location addresses and hours, please refer to their website.",https://www.centerffs.org/lprc/home,,https://www.centerffs.org/lprc/home,"584 Benson Street, Camden, NJ","Visit the ""Get Help"" section to complete the Get Help Questionnaire."
Lodi Memorial Library,"Lodi Memorial Library operates Monday, Tuesday, and Thursday from 10:00 am to 8:00 pm, and Wednesday, Friday, and Saturday from 9:30 am to 5:00 pm. It is closed on Sunday. The library offers a range of programs for children, teens, and adults, including events, book clubs, ESL programs, and job search help. They provide mobile printing services (limited to 100 black & white or 60 color pages per day) and virtual reference services via email. E-cards are available for access to e-books and e-resources. Patrons can also use a mobile app to manage library services.",https://www.lodilibrarynj.org/,9733654044,https://www.lodilibrarynj.org/contact-us.html,"Lodi Memorial Library, Borough of Lodi","Download the library app from the app store by searching for ""BCCLS Libraries (NJ)."""
Living Well with Schizophreina,"The webpage for Lauren Kennedy West on YouTube provides a platform for her content, but does not specify a physical location or hours of operation as it is an online resource. There are no specific requirements mentioned to access the videos, which are available to all users of the platform.",https://www.youtube.com/channel/UCENqBB_xNax3mLX_WGLf2Lg,,,"""""",Subscribe to Lauren Kennedy West's YouTube channel.
Long branch housing authority,,,,,,
Logisticare of New Jersey,"LogistiCare, now rebranded as Modivcare, continues to provide non-emergency medical transportation services for NJ FamilyCare members. To schedule transportation to a medical appointment, members can call 1-866-527-9933 (TTY 1-866-288-3133) or make reservations online at Modivcare.com. Specific hours of operation are not listed on the website.",https://www.horizonnjhealth.com/membersupport/updates-and-announcements/logisticare-now-modivcare,18665279933,https://www.horizonnjhealth.com/membersupport/updates-and-announcements/logisticare-now-modivcare,"Three Penn Plaza East, Newark, New Jersey 07105.",Schedule your transportation to a doctor's appointment by calling 1-866-527-9933 or making a reservation online at Modivcare.com.
Long Term Care (CARE ONE),,,,,,
LOVE OF JESUS FAMILY CHURCH OF BELLEVILLE,"The Love of Jesus Family Church of Belleville operates Project Live, located at 4 N. Hawthorne Lane, Belleville, NJ. They host a food pantry every third Saturday of the month from 9:00 AM to 1:00 PM. The organization offers various programs including residential programs and community support services, and encourages donations to support their initiatives. For more information, contact them at (201) 232-2536.",https://projectlive.org/love-of-jesus-family-church-of-belleville/,,https://www.facebook.com/pages/Love-Of-Jesus-Family-Church/201713446523324,"4 N. Hawthorne Lane, Newark – BELLEVILLE, NJ",Donate to Project Live.
Low Income Home Energy Assistance Program,"The New Jersey Department of Community Affairs offers the Low Income Home Energy Assistance Program (LIHEAP) to assist very low-income residents with their heating and cooling bills, including emergency heating services. The application period for assistance with past due utility bills is currently open. To apply, individuals must determine their eligibility by reviewing the program's income guidelines, complete an application, and submit it to their local Community Action Agency. For help or more information, applicants can call the toll-free hotline at 1-800-510-3102. The program operates from October 1 to September 30 each year.",https://www.nj.gov/dca/dhcr/offices/hea.shtml,6096776801,https://www.nj.gov/dca/dhcr/offices/Liheap-usf-agencylist.shtml,"Department of Community Affairs  
PO Box 800  
Trenton, NJ 08625-0800",Apply for assistance through the Low Income Home Energy Assistance Program (LIHEAP) by clicking on the application link.
